客户名称,方案名称,不同价格,价格名称,价格变化,在保情况
上海泉资企业服务有限公司,易康项目-雇主责任险-方案一-80万10%,"5000, 5800, 8700",1-4类,有变化,当前在保
苏州天天保信息科技有限公司,易康项目-雇主责任险-方案一-80万10%,"20000, 22000",5类以上,有变化,当前在保
苏州天天保信息科技有限公司,易康项目-雇主责任险-方案三-100万10%,"4500, 4950",1-4类,有变化,当前在保
苏州天天保信息科技有限公司,易久保-雇主责任险-方案四-60万10%,"20000, 22000",5类以上,有变化,当前在保
苏州天天保信息科技有限公司,易康项目-雇主责任险-方案三-100万10%,"4500, 4950",1-4类,有变化,当前在保
苏州天天保信息科技有限公司,易康项目-雇主责任险-方案一-80万10%,"4500, 4950",1-4类,有变化,当前在保
苏州天天保信息科技有限公司,易康项目-雇主责任险-方案一-80万10%,"20000, 22000",5类以上,有变化,当前在保
苏州天天保信息科技有限公司,易康项目-雇主责任险-方案一-80万10%,"20000, 22000",5类以上,有变化,当前在保
上海翊容人力资源有限公司新沂分公司,易康项目-雇主责任险-方案四-100万10%（80万）,"6000, 8400",1-4类,有变化,不在保
苏州天天保信息科技有限公司,易康项目-雇主责任险-方案一-80万10%,"20000, 22000",5类以上,有变化,当前在保
苏州天天保信息科技有限公司,易康项目-雇主责任险-方案一-80万10%,"20000, 22000",5类以上,有变化,当前在保
苏州天天保信息科技有限公司,易康项目-雇主责任险-方案三-100万10%,"20000, 22000",5类以上,有变化,当前在保
苏州天天保信息科技有限公司,易康项目-雇主责任险-方案三-100万10%,"20000, 22000",5类以上,有变化,当前在保
上海翊容人力资源有限公司新沂分公司,易久保-雇主责任险-方案五-80万6%,"20000, 28000",5类以上,有变化,不在保
上海翊容人力资源有限公司新沂分公司,易久保-雇主责任险-方案五-80万6%,"9000, 12600",5类,有变化,不在保
上海洪火企业服务外包有限公司,易久保-雇主责任险-方案三-60万6%,"3000, 3300",1-4类,有变化,当前在保
上海洪火企业服务外包有限公司,易久保-雇主责任险-方案三-60万6%,"3000, 3300",1-4类,有变化,当前在保
上海洪火企业服务外包有限公司,易久保-雇主责任险-方案三-60万6%,"3000, 3300",1-4类,有变化,当前在保
上海翊容人力资源有限公司新沂分公司,易久保-雇主责任险-方案五-80万6%,"4000, 5600",1-4类,有变化,不在保
上海翊容人力资源有限公司新沂分公司,易久保-雇主责任险-方案二-30万10%,"10000, 14000",5类以上,有变化,不在保
上海翊容人力资源有限公司新沂分公司,易久保-雇主责任险-方案二-30万10%,"5000, 7000",5类,有变化,不在保
上海翊容人力资源有限公司新沂分公司,易久保-雇主责任险-方案二-30万10%,"2000, 5800",1-4类,有变化,不在保
上海翊容人力资源有限公司新沂分公司,易久保-雇主责任险-方案三-60万6%,"6000, 8400",5类,有变化,不在保
上海洪火企业服务外包有限公司,易久保-雇主责任险-方案三-60万6%,"3000, 3300",1-4类,有变化,当前在保
上海洪火企业服务外包有限公司,易久保-雇主责任险-方案三-60万6%,"3000, 3300",1-4类,有变化,当前在保
上海洪火企业服务外包有限公司,易久保-雇主责任险-方案三-60万6%,"6000, 6600",5类,有变化,当前在保
上海洪火企业服务外包有限公司,易久保-雇主责任险-方案三-60万6%,"6000, 6600",5类,有变化,当前在保
上海洪火企业服务外包有限公司,易久保-雇主责任险-方案三-60万6%,"6000, 6600",5类,有变化,当前在保
上海泉资企业服务有限公司,易康项目-雇主责任险-方案一-80万10%,"5000, 5800, 8700",1-4类,有变化,当前在保
苏州天天保信息科技有限公司,易康项目-雇主责任险-方案三-100万10%,"4500, 4950",1-4类,有变化,当前在保
上海泉资企业服务有限公司,易久保-雇主责任险-方案四-60万10%,"5000, 5800, 8700",1-4类,有变化,当前在保
广州天河区启贤人力资源有限公司,易久保-雇主责任险-方案三-60万6%,"2250, 3000",1-4类,有变化,当前在保
上海沪奕企业服务外包集团有限公司,易久保-雇主责任险-方案三-60万6%,"2250, 2500",1-4类,有变化,当前在保
上海沪奕企业服务外包集团有限公司,易久保-雇主责任险-方案三-60万6%,"2250, 2500",1-4类,有变化,当前在保
上海良储盛利捷餐饮管理有限公司,易康项目-雇主责任险-方案五-80万10%,"1500, 1800, 2880",1-4类,有变化,当前在保
上海敏稷企业管理有限公司,易康项目-雇主责任险-方案三-100万10%,"4500, 5500",1-4类,有变化,当前在保
江苏康众易工外包服务集团有限公司,易康项目-雇主责任险-方案一-80万10%,"2500, 2800",1-4类,有变化,当前在保
江苏康众易工外包服务集团有限公司,易康项目-雇主责任险-方案一-80万10%,"2500, 2800",1-4类,有变化,当前在保
上海敏稷企业管理有限公司,易康项目-雇主责任险-方案三-100万10%,"4500, 5500",1-4类,有变化,当前在保
上海敏稷企业管理有限公司,易康项目-雇主责任险-方案一-80万10%,"4500, 5500",1-4类,有变化,当前在保
上海敏稷企业管理有限公司,易康项目-雇主责任险-方案一-80万10%,"4500, 5500",1-4类,有变化,当前在保
上海敏稷企业管理有限公司,易久保-雇主责任险-方案四-60万10%,"4500, 5500",1-4类,有变化,当前在保
上海泉资企业服务有限公司,易久保-雇主责任险-方案四-60万10%,"5000, 5800, 8700",1-4类,有变化,当前在保
上海敏稷企业管理有限公司,易久保-雇主责任险-方案二-30万10%,"4500, 5500",1-4类,有变化,当前在保
上海敏稷企业管理有限公司,易久保-雇主责任险-方案二-30万10%,"4500, 5500",1-4类,有变化,当前在保
上海敏稷企业管理有限公司,易久保-雇主责任险-方案四-60万10%,"4500, 5500",1-4类,有变化,当前在保
广州天河区启贤人力资源有限公司,易久保-雇主责任险-方案三-60万6%,"2250, 3000",1-4类,有变化,当前在保
苏州天天保信息科技有限公司,易久保-雇主责任险-方案五-80万6%,"4500, 4950",1-4类,有变化,当前在保
上海敏稷企业管理有限公司,易康项目-雇主责任险-方案三-100万10%,"10000, 12000",5类,有变化,当前在保
苏州天天保信息科技有限公司,易久保-雇主责任险-方案五-80万6%,"4500, 4950",1-4类,有变化,当前在保
上海泉资企业服务有限公司,易久保-雇主责任险-方案四-60万10%,"5000, 5800, 8700",1-4类,有变化,当前在保
上海沪奕企业服务外包集团有限公司,易久保-雇主责任险-方案三-60万6%,"2250, 2500",1-4类,有变化,当前在保
上海沪奕企业服务外包集团有限公司,易久保-雇主责任险-方案三-60万6%,"2250, 2500",1-4类,有变化,当前在保
苏州天天保信息科技有限公司,易久保-雇主责任险-方案五-80万6%,"4500, 4950",1-4类,有变化,当前在保
河南华信人力资源服务有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
武汉尚辉人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
河南千达劳务外包服务有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
武汉崇德人力资源有限公司,易久保-雇主责任险-方案二-30万10%,,,无变化,当前在保
河南中企外包服务有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
河南中企外包服务有限公司,易久保-雇主责任险-方案四-60万10%,,,无变化,当前在保
河南上御人力资源服务有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
河南中企外包服务有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
武汉尚辉人力资源有限公司,易久保-雇主责任险-方案二-30万10%,,,无变化,当前在保
武汉广聚人力资源有限公司,易久保-雇主责任险-方案一-30万5%,,,无变化,当前在保
武汉德铭人力资源服务有限公司,易久保-雇主责任险-方案一-30万5%,,,无变化,当前在保
武汉崇德人力资源有限公司,易久保-雇主责任险-方案四-60万10%,,,无变化,当前在保
武汉德铭人力资源服务有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
武汉德铭人力资源服务有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
武汉恒光物业服务有限公司,易久保-雇主责任险-方案一-30万5%,,,无变化,当前在保
武汉尚辉人力资源有限公司,易久保-雇主责任险-方案四-60万10%,,,无变化,当前在保
河南佰才汇人力资源服务有限公司,雇主责任险-方案E 80万保额,,,无变化,当前在保
正德人力资源股份有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
河南优企人力资源管理有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
武汉中京人力资源服务有限公司,易久保-雇主责任险-方案二-30万10%,,,无变化,当前在保
武汉中京人力资源服务有限公司,易久保-雇主责任险-方案四-60万10%,,,无变化,当前在保
武汉中环英才人力资源有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
武汉图睿达人力资源服务有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
河南企工邦企业管理有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
河南企工邦企业管理有限公司,易久保-雇主责任险-方案四-60万10%,,,无变化,当前在保
河南众信金保人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
江苏宇桐企业管理有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
武汉好工人力资源服务有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
武汉临空港纵联人力资源有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
武汉九州凯旋人力资源服务有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
武汉企盛聚仁人力资源有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
武汉佰众英才人力资源服务有限公司,易久保-雇主责任险-方案四-60万10%,,,无变化,当前在保
武汉佰众英才人力资源服务有限公司,易久保-雇主责任险-方案一-30万5%,,,无变化,当前在保
武汉众生缘人力资源有限公司,易久保-雇主责任险-方案四-60万10%,,,无变化,当前在保
武汉时代桥人力资源服务有限公司,易久保-雇主责任险-方案二-30万10%,,,无变化,当前在保
武汉不木人力资源服务有限公司,易久保-雇主责任险-方案一-30万5%,,,无变化,当前在保
武汉不木人力资源服务有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
武汉圆梦振兴人力资源有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
河南佰才汇人力资源服务有限公司,雇主责任险-方案E 80万保额,,,无变化,当前在保
武汉大德英才人力资源有限公司,易久保-雇主责任险-方案四-60万10%,,,无变化,当前在保
河南中州智鸟科技有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
河南中州汇智人力资源有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
河南中州汇智人力资源有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
河南久遥人力资源服务有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
正德人力资源股份有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
武汉万事鑫人力资源有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
河南分工灵人力资源服务有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
河南信合人力资源服务有限公司,易久保-雇主责任险-方案四-60万10%,,,无变化,当前在保
河南佰源胜世企业服务有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
武汉大德英才人力资源有限公司,易久保-雇主责任险-方案二-30万10%,,,无变化,当前在保
河南佰才汇人力资源服务有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
河南佰才汇人力资源服务有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
河南佰才汇人力资源服务有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
河南佰才汇人力资源服务有限公司,雇主责任险-方案E 80万保额,,,无变化,当前在保
武汉斯迪维企业管理咨询有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
江苏秀允车业有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
武汉时代桥人力资源服务有限公司,易久保-雇主责任险-方案四-60万10%,,,无变化,当前在保
江西科众人力资源有限公司固镇分公司,易久保-雇主责任险-方案二-30万10%,,,无变化,当前在保
江西职喻人力资源有限公司,餐饮行业1-3类-60万10%,,,无变化,当前在保
江西职喻人力资源有限公司,易久保-雇主责任险-方案四-60万10%,,,无变化,当前在保
江西职来通人力资源有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
江西职来通人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
江西文都企业管理有限公司南昌分公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
江西文都企业管理有限公司南昌分公司,易久保-雇主责任险-方案四-60万10%,,,无变化,当前在保
江西文都企业管理有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
江西莘达人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
江西莱顺人力资源有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
江西迈升人力资源有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
江西邦博人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
江西金展志人力资源有限公司,易久保-雇主责任险-方案四-60万10%,,,无变化,当前在保
江西文都企业管理有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
江西金才人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
江西捷达人力资源有限公司,易久保-雇主责任险-方案四-60万10%,,,无变化,当前在保
江西成实供应链管理有限公司,易康项目-雇主责任险-方案四-100万10%（80万）取消交通限额,,,无变化,当前在保
江西德道劳务服务有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
江西广纳人力资源有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
江西帝华人力资源服务有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
江西宁谷人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
江西子蓝信息科技有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
江西明耀新材料有限公司,易久保-雇主责任险-方案五-80万6%取消交通限额,,,无变化,当前在保
江西科众人力资源有限公司固镇分公司,易久保-雇主责任险-方案四-60万10%,,,无变化,当前在保
江西大唐人力资源集团有限公司,易久保-雇主责任险-方案二-30万10%,,,无变化,当前在保
江西科众人力资源有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
江苏天益人力资源有限公司,易康项目-雇主责任险-方案一-80万10%取消交通限额,,,无变化,当前在保
江苏天益人力资源有限公司,易久保-雇主责任险-方案四-60万10%,,,无变化,当前在保
江苏八方人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
江苏优智才人力资源服务有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
江西杰邦人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
江西沪励人力资源有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
江西洪都人力资源有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
江西洪都人力资源有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
江苏优势强人力资源顾问有限公司,易久保-雇主责任险-方案四-60万10%,,,无变化,当前在保
江西源美人力资源有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
江西源美人力资源有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
江西源美人力资源有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
江西源美人力资源有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
江西瀚邦人力资源有限公司,易康项目-雇主责任险-方案三-100万10%,,,无变化,当前在保
江西百越人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
江西盛行人力资源服务有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
江西省速帮人力资源有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
江西祥和人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
江西祥和人力资源有限公司,易久保-雇主责任险-方案四-60万10%,,,无变化,当前在保
江西科众人力资源有限公司,易久保-雇主责任险-方案四-60万10%,,,无变化,当前在保
江西科众人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
江西天麒企业服务有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
江西大唐人力资源集团有限公司,易康项目-雇主责任险-方案一-80万10%取消交通限额,,,无变化,当前在保
武汉智途人力资源服务有限公司,易久保-雇主责任险-方案二-30万10%,,,无变化,当前在保
江苏成功企业管理有限公司,易康项目-雇主责任险-方案一-80万10%取消交通限额,,,无变化,当前在保
江苏三泽元网络科技有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
江苏三众立企业管理有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
江苏三众立企业管理有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
汇创聘才（广州）企业管理有限公司,易久保-雇主责任险-方案四-60万10%,,,无变化,当前在保
武汉鼎德人力资源服务有限公司,易久保-雇主责任险-方案四-60万10%,,,无变化,当前在保
武汉鼎德人力资源服务有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
武汉铭创人力资源有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
武汉鑫鼎盛人力资源服务有限公司,易久保-雇主责任险-方案四-60万10%,,,无变化,当前在保
武汉鑫城德人力资源有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
武汉辉翔人力资源有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
武汉起点人力资源股份有限公司,易久保-雇主责任险-方案一-30万5%,,,无变化,当前在保
武汉起点人力资源股份有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
武汉谦城达科技有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
沪启电子科技(上海)有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
武汉诚亿人力资源服务有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
武汉群英汇聚人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
武汉纪航人力资源有限公司,易久保-雇主责任险-方案四-60万10%,,,无变化,当前在保
武汉百才创企人力资源外包服务有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
武汉猎英人力资源服务有限公司,福建阳光60+5+10%,,,无变化,当前在保
武汉杰盛嘉人力资源有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
武汉智途人力资源服务有限公司,易久保-雇主责任险-方案一-30万5%,,,无变化,当前在保
江苏中来企业管理咨询有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
江苏文鼎企业服务集团有限公司南漳分公司,易久保-雇主责任险-方案四-60万10%取消交通限额,,,无变化,当前在保
江西嘉木人力资源有限公司,餐饮行业1-3类-100万5%,,,无变化,当前在保
沃派人力资源（上海）有限公司,易久保-雇主责任险-方案四-60万10%,,,无变化,当前在保
江西嘉木人力资源有限公司,易久保-雇主责任险-方案一-30万5%,,,无变化,当前在保
江西名道人力资源有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
江西古德人力资源服务有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
江西华鑫人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
江西光峻耀科技有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
江西佳聘人力资源管理有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
江西佳聘人力资源管理有限公司,易久保-雇主责任险-方案一-30万5%,,,无变化,当前在保
江苏铭创企业管理有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
江苏荣源劳务外包服务有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
江苏科思达企业服务外包有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
江西金才人力资源有限公司,易康项目-雇主责任险-方案三-100万10%,,,无变化,当前在保
江苏瑞科服务外包有限公司,易康项目-雇主责任险-方案一-80万10%取消交通限额,,,无变化,当前在保
江苏瑞德利企业服务有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
江苏渤溢企业管理咨询有限公司,易康项目-雇主责任险-方案一-80万10%取消交通限额,,,无变化,当前在保
江苏渤溢企业管理咨询有限公司,易康项目-雇主责任险-方案一-80万10%取消交通限额,,,无变化,当前在保
江门市金凯旋实业有限公司,易久保-雇主责任险-方案四-60万10%,,,无变化,当前在保
江门诚博人力资源有限公司,易久保-雇主责任险-方案四-60万10%,,,无变化,当前在保
江龙人才资源（宁波）有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
池州优帮利人力资源服务有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
池州速企邦人力资源有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
沃派人力资源（上海）有限公司,易久保-雇主责任险-方案一-30万5%,,,无变化,当前在保
江西百越人力资源有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
万智源人力资源（盐城）有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
河南华信人力资源服务有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
苏州派克优人力资源管理有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
苏州职聘网人力资源有限公司,易康项目-雇主责任险-方案五-80万10%,,,无变化,当前在保
苏州职聘网人力资源有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
苏州职聘网人力资源有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
苏州职聘网人力资源有限公司,新-方案E 80万保额,,,无变化,当前在保
苏州职聘网人力资源有限公司,新--E 80万保额,,,无变化,当前在保
苏州罗思曼企业管理服务有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
苏州福义德自动化设备有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
苏州申融企业管理有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
苏州甪虎人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
苏州环宇人力资源服务有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
苏州泽美人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
芜湖泰越供应链管理有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
苏州沃能数据科技有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
苏州正丹人力资源有限公司,易康项目-雇主责任险-方案一-80万10%取消交通限额,,,无变化,当前在保
苏州正丹人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
苏州正丹人力资源有限公司,易康项目-雇主责任险-方案五-80万10%,,,无变化,当前在保
苏州格尔莫企业管理服务有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
苏州格尔莫企业管理服务有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
苏州昆森企业管理有限公司,易久保-雇主责任险-方案四-60万10%,,,无变化,当前在保
苏州昆森企业管理有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
苏州昆森企业管理有限公司,易久保-雇主责任险-方案四-60万10%,,,无变化,当前在保
苏州旭坤人力资源有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
苏州职聘网人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
苏州职聘网人力资源有限公司,易康项目-雇主责任险-方案一-80万10%取消交通限额,,,无变化,当前在保
苏州聚财汇中人力资源有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
苏州育才人力资源服务有限公司,易久保-雇主责任险-方案一-30万5%,,,无变化,当前在保
苏州领工人力资源有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
苏州顺尔发企业管理服务有限公司,易康项目-雇主责任险-方案一-80万10%取消交通限额,,,无变化,当前在保
苏州霍安智能科技有限公司,易康项目-雇主责任险-方案一-80万10%取消交通限额,,,无变化,当前在保
苏州霍安智能科技有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
苏州霍安智能科技有限公司,易康项目-雇主责任险-方案五-80万10%,,,无变化,当前在保
苏州陇宏人力资源有限公司,易久保-雇主责任险-方案四-60万10%,,,无变化,当前在保
苏州长信聚人力资源有限公司,易康项目-雇主责任险-方案四-100万10%（80万）,,,无变化,当前在保
苏州越东企业管理有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
苏州赛曼德智能科技有限公司,易康项目-雇主责任险-方案三-100万10%,,,无变化,当前在保
苏州豪思劳务派遣有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
苏州英盟仕聘企业管理服务有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
苏州英格玛服务外包股份有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
苏州英格玛服务外包股份有限公司,易久保-雇主责任险-方案三-60万6%,,,无变化,当前在保
苏州英格玛服务外包股份有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
苏州英格利人力资源有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
苏州英格利人力资源有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
苏州英格利人力资源有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
苏州英格利人力资源有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
苏州英格利人力资源有限公司,新-方案E 80万保额,,,无变化,当前在保
苏州英格利人力资源有限公司,新--E 80万保额,,,无变化,当前在保
苏州苏通旺人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
苏州旭坤人力资源有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
苏州旭坤人力资源有限公司,易康项目-雇主责任险-方案三-100万10%,,,无变化,当前在保
苏州德义企业管理服务有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
苏州凌志智能科技有限公司,易久保-雇主责任险-方案五-80万6%（50）,,,无变化,当前在保
苏州凌志智能科技有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
苏州兴之煌企业管理有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
苏州先后企业管理咨询有限公司,易久保-雇主责任险-方案一-30万5%,,,无变化,当前在保
苏州信基人力资源职介有限公司第一分公司,易康项目-雇主责任险-方案三-100万10%,,,无变化,当前在保
苏州优培速聘企业管理有限公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
苏州众贤汇企业管理咨询有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
苏州企服人才发展有限公司淮安分公司,易久保-雇主责任险-方案五-80万6%,,,无变化,当前在保
苏州人乙服务外包有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
苏州云唯永企业管理有限公司,易久保-雇主责任险-方案四-60万10%,,,无变化,当前在保
苏州中岚外包服务有限公司,易久保-雇主责任险-方案四-60万10%,,,无变化,当前在保
苏州中冠劳务派遣有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
苏州中冠劳务派遣有限公司,易康项目-雇主责任险-方案五-80万10%,,,无变化,当前在保
芜湖鑫科供应链有限公司,易康项目-雇主责任险-方案四-100万10%（80万）,,,无变化,当前在保
芜湖鑫盈达企业管理服务有限公司,易久保-雇主责任险-方案二-30万10%,,,无变化,当前在保
芜湖鑫盈达企业管理服务有限公司,易久保-雇主责任险-方案二-30万10%,,,无变化,当前在保
芜湖金智人力资源服务有限公司,易康项目-雇主责任险-方案三-100万10%取消交通限额,,,无变化,当前在保
芜湖金智人力资源服务有限公司,易康项目-雇主责任险-方案一-80万10%,,,无变化,当前在保
芜湖蕴诺人力资源有限公司,易康项目-雇主责任险-方案三-100万10%,,,无变化,当前在保
